@relation DATASET_DORN

@attribute New-Identifiers-words-AVG numeric
@attribute New-Identifiers-words-MIN numeric
@attribute New-Abstractness-words-AVG numeric
@attribute New-Abstractness-words-MAX numeric
@attribute New-Abstractness-words-MIN numeric
@attribute New-Commented-words-AVG numeric
@attribute New-Commented-words-MAX numeric
@attribute New-Synonym-commented-words-AVG numeric
@attribute New-Synonym-commented-words-MAX numeric
@attribute New-Comments-readability numeric
@attribute New-Number-of-senses-AVG numeric
@attribute New-Number-of-senses-MAX numeric
@attribute New-Semantic-Text-Coherence-Standard-@-0.1 numeric
@attribute New-Semantic-Text-Coherence-Normalized-@-0.3 numeric
@attribute New-Text-Coherence-AVG numeric
@attribute New-Text-Coherence-MIN numeric
@attribute New-Text-Coherence-MAX numeric
@attribute BW-Avg-Assignment numeric
@attribute BW-Avg-blank-lines numeric
@attribute BW-Avg-commas numeric
@attribute BW-Avg-comments numeric
@attribute BW-Avg-comparisons numeric
@attribute BW-Avg-Identifiers-Length numeric
@attribute BW-Avg-conditionals numeric
@attribute BW-Avg-indentation-length numeric
@attribute BW-Avg-keywords numeric
@attribute BW-Avg-line-length numeric
@attribute BW-Avg-loops numeric
@attribute BW-Avg-number-of-identifiers numeric
@attribute BW-Avg-numbers numeric
@attribute BW-Avg-operators numeric
@attribute BW-Avg-parenthesis numeric
@attribute BW-Avg-periods numeric
@attribute BW-Avg-spaces numeric
@attribute BW-Max-Identifiers-Length numeric
@attribute BW-Max-indentation numeric
@attribute BW-Max-keywords numeric
@attribute BW-Max-line-length numeric
@attribute BW-Max-number-of-identifiers numeric
@attribute BW-Max-numbers numeric
@attribute BW-Max-char numeric
@attribute BW-Max-words numeric
@attribute Posnett-entropy numeric
@attribute Posnett-volume numeric
@attribute Posnett-lines numeric
@attribute Dorn-DFT-Assignments numeric
@attribute Dorn-DFT-Commas numeric
@attribute Dorn-DFT-Comments numeric
@attribute Dorn-DFT-Comparisons numeric
@attribute Dorn-DFT-Conditionals numeric
@attribute Dorn-DFT-Indentations numeric
@attribute Dorn-DFT-Keywords numeric
@attribute Dorn-DFT-LineLengths numeric
@attribute Dorn-DFT-Loops numeric
@attribute Dorn-DFT-Identifiers numeric
@attribute Dorn-DFT-Numbers numeric
@attribute Dorn-DFT-Operators numeric
@attribute Dorn-DFT-Parenthesis numeric
@attribute Dorn-DFT-Periods numeric
@attribute Dorn-DFT-Spaces numeric
@attribute Dorn-Visual-X-Comments numeric
@attribute Dorn-Visual-Y-Comments numeric
@attribute Dorn-Visual-X-Identifiers numeric
@attribute Dorn-Visual-Y-Identifiers numeric
@attribute Dorn-Visual-X-Keywords numeric
@attribute Dorn-Visual-Y-Keywords numeric
@attribute Dorn-Visual-X-Numbers numeric
@attribute Dorn-Visual-Y-Numbers numeric
@attribute Dorn-Visual-X-Strings numeric
@attribute Dorn-Visual-Y-Strings numeric
@attribute Dorn-Visual-X-Literals numeric
@attribute Dorn-Visual-Y-Literals numeric
@attribute Dorn-Visual-X-Operators numeric
@attribute Dorn-Visual-Y-Operators numeric
@attribute Dorn-Areas-Comments numeric
@attribute Dorn-Areas-Identifiers numeric
@attribute Dorn-Areas-Keywords numeric
@attribute Dorn-Areas-Numbers numeric
@attribute Dorn-Areas-Strings numeric
@attribute Dorn-Areas-Literals numeric
@attribute Dorn-Areas-Operators numeric
@attribute Dorn-Areas-Identifiers/Comments numeric
@attribute Dorn-Areas-Keywords/Comments numeric
@attribute Dorn-Areas-Numbers/Comments numeric
@attribute Dorn-Areas-Strings/Comments numeric
@attribute Dorn-Areas-Literals/Comments numeric
@attribute Dorn-Areas-Operators/Comments numeric
@attribute Dorn-Areas-Keywords/Identifiers numeric
@attribute Dorn-Areas-Numbers/Identifiers numeric
@attribute Dorn-Areas-Strings/Identifiers numeric
@attribute Dorn-Areas-Literals/Identifiers numeric
@attribute Dorn-Areas-Operators/Identifiers numeric
@attribute Dorn-Areas-Numbers/Keywords numeric
@attribute Dorn-Areas-Strings/Keywords numeric
@attribute Dorn-Areas-Literals/Keywords numeric
@attribute Dorn-Areas-Operators/Keywords numeric
@attribute Dorn-Areas-Strings/Numbers numeric
@attribute Dorn-Areas-Literals/Numbers numeric
@attribute Dorn-Areas-Operators/Numbers numeric
@attribute Dorn-Areas-Literals/Strings numeric
@attribute Dorn-Areas-Operators/Strings numeric
@attribute Dorn-Areas-Operators/Literals numeric
@attribute Dorn-align-blocks numeric
@attribute Dorn-align-extent numeric
@attribute Readable {0,1}

@data
0.88,0,4,8,0,3.52,8,2.756757,8,100,12.32,45,5,1,?,?,?,0,0.133333,0,0.666667,0,9.272727,0,0,1.333333,21.777778,0,1.222222,0,0,0.384615,0,1.666667,15,0,3,51,3,0,105,13,4.555658,155.323588,30,1,1,1,1,1,10,10,27,1,13,1,1,10,1,10,53.580645,28.428571,62,29.809524,61.967742,29.571429,0,0,0,0,0,0,61.870968,29.793651,0.732713,0.135638,0.079787,0,0,0,0.019947,0.185118,0.108893,0,0,0,0.027223,0.588235,0,0,0,0.147059,0,0,0,0.25,?,?,?,?,?,?,6,19,1
0.670103,0,4.363636,10,0,0.082474,1,0.709402,6,0,6.845361,45,14,0.875,?,?,?,0.066667,0.233333,0.3,0.041667,0.1,10.782609,0.173913,0,0.869565,30.478261,0,2,0,0,0.9,0.26087,2,24,0,2,68,7,0,84,12,4.877927,816.524561,30,30,30,26,29,29,30,27,27,1,27,1,1,25,30,28,0,0,70.967742,29.527778,70.935484,29.361111,0,0,0,0,0,0,70.709677,29.708333,0,0.659574,0.099734,0,0,0,0.111702,?,?,?,?,?,?,0.15121,0,0,0,0.169355,0,0,0,1.12,?,?,?,?,?,?,16,16,0
0.652174,0,3.4,7,0,0.217391,1,1.5,4,0,4.217391,17,5,1,?,?,?,0.1,0.2,0.3,0.111111,0,5.777778,0,0,0.625,21,0,2.25,0,0,0.6,0.25,2,11,0,3,48,5,0,16,3,4.692584,208.973529,10,10,10,9,1,1,9,10,9,1,9,1,1,9,9,10,0,0,49,9.72,49,9.62,0,0,0,0,0,0,48.636364,9.64,0,0.574586,0.143646,0,0,0,0.121547,?,?,?,?,?,?,0.25,0,0,0,0.211538,0,0,0,0.846154,?,?,?,?,?,?,1,1,1
0.833333,0,5.9,10,0,0,0,0.918919,6,0,7.583333,45,6,0.714286,0.968246,1,0.968246,0,0.2,0,0.111111,0,14.266667,0.125,0,0.125,30.375,0,2,0,0,0.7,0.875,0.25,24,0,1,45,4,0,19,3,4.98534,170.966925,10,1,1,11,1,10,10,10,7,1,9,1,1,10,7,10,0,0,45.909091,9.627451,50,10,0,0,0,0,0,0,49.818182,9.745098,0,0.783883,0.007326,0,0,0,0.091575,?,?,?,?,?,?,0.009346,0,0,0,0.116822,0,0,0,12.5,?,?,?,?,?,?,7,7,0
0.520833,0,6.42,10,0,0.052083,5,4.814815,10,100,2.822917,18,11,0.75,?,?,?,0,0.137931,0,0.5,0,7.383562,0,0,0.923077,53.615385,0,5.538462,0,0,0,4.615385,0.923077,38,0,1,88,7,0,113,16,4.938858,749.947368,29,1,1,30,1,1,1,17,28,1,17,1,1,1,17,17,82.233333,29,87.933333,28.966292,88,29,0,0,0,0,0,0,87.7,28.966292,0.457944,0.425234,0.051402,0,0,0,0.056075,0.928571,0.112245,0,0,0,0.122449,0.120879,0,0,0,0.131868,0,0,0,1.090909,?,?,?,?,?,?,98,354,1
0.957143,0,5.058824,10,0,0,0,0.408451,2,0,9.085714,37,8,0.875,?,?,?,0.3,0.2,1.5,0.111111,0.2,10,0,0,0.125,46.875,0,3.875,0.125,0.1,0.3,0.25,3,23,0,1,68,7,1,42,14,4.925517,338.532679,10,10,10,10,10,1,1,10,9,1,9,10,10,10,9,9,0,0,70.909091,9.888889,71,9.583333,0,0,71,10,0,0,70.727273,9.708333,0,0.747475,0.010101,0,0.042929,0,0.085859,?,?,?,?,?,?,0.013514,0,0.057432,0,0.114865,0,4.25,0,8.5,?,?,?,0,2,?,12,12,0
0.987342,0,5.512821,8,0,5.797468,8,5.095745,8,100,9.291139,45,9,0.307692,?,?,?,0.1,0.1,0,0.456522,0,16.4,0,0.04,0.6,22.48,0,0.96,0,0,0.4,0.12,1.24,25,1,2,71,3,0,142,18,4.54975,357.576927,50,28,1,47,1,1,25,25,46,1,28,1,1,26,28,26,71.941176,48.479452,71.901961,49.479452,71.960784,47.232877,0,0,0,0,0,0,71.764706,49.671233,0.459633,0.376147,0.07156,0,0,0,0.034862,0.818363,0.155689,0,0,0,0.075848,0.190244,0,0,0,0.092683,0,0,0,0.487179,?,?,?,?,?,?,10,25,1
0.770115,0,5.743243,11,0,0.195402,2,0.980769,8,32.56,7.931034,45,14,1,0.180316,0,0.595683,0.071429,0.068966,0.035714,0.037037,0,11.025,0,5.115385,0.653846,29.384615,0,1.538462,0,0,0.642857,0.461538,6.153846,30,21,4,103,8,0,173,7,4.603453,627.66854,29,28,28,30,1,1,28,28,27,1,26,1,1,28,28,28,91,28.902174,90.933333,28.76087,91,28.858696,0,0,91,29,0,0,90.866667,28.782609,0.162637,0.443956,0.108791,0,0.045055,0,0.063736,2.72973,0.668919,0,0.277027,0,0.391892,0.24505,0,0.101485,0,0.143564,0,0.414141,0,0.585859,?,?,?,0,1.414634,?,19,19,1
0.880597,0,4.241935,9,0,0,0,0.109756,3,0,4.104478,14,13,0.6,1,1,1,0,0.12,0.02,0.022222,0,18.956522,0,0.045455,0.340909,13.25,0,0.522727,0,0,0.38,0,0.409091,35,2,2,36,2,0,66,10,4.638977,387.970551,50,1,50,45,1,1,43,45,45,1,44,1,1,45,1,44,0,0,36.901961,49.157895,37,46.842105,0,0,0,0,0,0,36.764706,48.868421,0,0.685535,0.121069,0,0,0,0.069182,?,?,?,?,?,?,0.176606,0,0,0,0.100917,0,0,0,0.571429,?,?,?,?,?,?,8,8,0
0.604396,0,4.963636,8,0,0.098901,1,0.953271,6,0,5.714286,45,13,0.8,?,?,?,0.133333,0.2,0.133333,0.04,0.033333,9.377778,0.041667,0.041667,0.666667,25.5,0,1.833333,0,0,0.566667,0.125,2,18,1,3,70,5,0,66,24,4.818224,584.738264,30,30,30,30,30,30,29,27,25,1,30,1,1,28,30,27,0,0,70.967742,29.680556,70.935484,29.694444,0,0,0,0,0,0,70.967742,29.791667,0,0.651235,0.134259,0,0,0,0.084877,?,?,?,?,?,?,0.206161,0,0,0,0.130332,0,0,0,0.632184,?,?,?,?,?,?,10,10,1
0.714286,0,5.859649,9,0,0.063492,1,2.817073,12,0,6.412698,37,8,0.571429,?,?,?,0,0.166667,0.1,0.038462,0,8.361111,0,0,0.76,19.52,0,1.4,0,0,0.766667,0.32,1.24,29,0,4,65,4,0,67,8,4.75582,554.780463,30,1,29,29,1,1,18,29,26,1,28,1,1,28,28,26,0,0,65.935484,29.104478,66,29.164179,0,0,0,0,0,0,66,28.80597,0,0.556377,0.16451,0,0,0,0.123845,?,?,?,?,?,?,0.295681,0,0,0,0.222591,0,0,0,0.752809,?,?,?,?,?,?,2,2,0
0.7,0,2.428571,5,0,0.7,2,0.117647,2,100,13.7,45,3,1,?,?,?,0,0.2,0,0.555556,0,8,0,0,1.75,21.5,0,1,0,0,0.5,0,1.75,10,0,3,37,2,0,30,4,4.673983,69.188632,10,1,1,7,1,1,5,5,7,1,5,1,1,6,1,5,47.272727,9.962264,52,9.735849,52,9.981132,0,0,0,0,0,0,52,9.830189,0.550505,0.161616,0.186869,0,0,0,0.045455,0.293578,0.33945,0,0,0,0.082569,1.15625,0,0,0,0.28125,0,0,0,0.243243,?,?,?,?,?,?,1,4,1
0.989691,0,5.25,10,0,0.010309,1,1.627451,6,0,9.917526,37,14,0.571429,0.654398,0.456435,0.9,0.466667,0.3,0,0.045455,0.133333,10.957447,0.142857,0,0.238095,31.190476,0,2.190476,0.047619,0,0.6,0.666667,2.047619,24,0,1,63,4,1,75,14,4.911507,639.091324,30,24,1,31,30,29,28,30,24,1,24,30,1,28,28,28,0,0,65.967742,29.447761,66,29.313433,66,30,0,0,0,0,65.967742,29.686567,0,0.733618,0.019943,0.001425,0,0,0.116809,?,?,?,?,?,?,0.027184,0.001942,0,0,0.159223,0.071429,0,0,5.857143,0,0,82,?,?,?,1,1,1
0.923077,0,5.461538,11,0,0,0,1.3125,3,0,6.769231,16,4,1,?,?,?,0.1,0.1,0,0.1,0,6.166667,0.111111,0,0.333333,13.333333,0,1.444444,0.111111,0,0.6,0.222222,1,11,0,1,47,7,4,13,1,4.581298,118.536422,10,10,1,11,1,10,10,10,10,1,10,10,1,9,10,10,0,0,54,9.8,54,9.890909,54,10,54,10,0,0,53.727273,9.8,0,0.246753,0.077922,0.025974,0.279221,0,0.116883,?,?,?,?,?,?,0.315789,0.105263,1.131579,0,0.473684,0.333333,3.583333,0,1.5,10.75,0,4.5,0,0.418605,?,0,0,0
0.785714,0,4.800866,10,0,0,0,8.874636,27,0,6.241497,37,16,0.25,?,?,?,0.36,0.2,0.44,0.02439,0.2,7.881057,0,0,1.225,59.075,0,5.9,0,0,0.38,3.025,2.85,22,0,4,90,10,0,195,35,4.891743,2907.224256,50,47,49,42,49,1,41,43,41,1,41,1,1,42,41,49,0,0,91,47.913043,90.882353,48.423913,0,0,0,0,0,0,90.254902,48.315217,0,0.737124,0.093119,0,0,0,0.096415,?,?,?,?,?,?,0.126328,0,0,0,0.130799,0,0,0,1.035398,?,?,?,?,?,?,51,51,0
0.795276,0,4.970874,11,0,0.110236,2,3.167785,9,28.5,7.480315,36,16,0.64,0.411306,0.166667,0.755929,0.148936,0.16,0,0.071429,0.042553,7.168539,0.102564,0,0.564103,24.564103,0.051282,2.179487,0.179487,0.255319,0.787234,0.487179,1.538462,29,0,3,64,8,5,111,7,5.119131,1196.315114,50,46,1,51,46,46,46,47,49,46,46,47,46,46,47,46,67,50,66.960784,49.75,66.843137,49.617647,66.941176,49.352941,66.980392,49.455882,0,0,66.882353,49.308824,0.033621,0.42069,0.07931,0.012069,0.221552,0,0.10431,12.512821,2.358974,0.358974,6.589744,0,3.102564,0.188525,0.028689,0.526639,0,0.247951,0.152174,2.793478,0,1.315217,18.357143,0,8.642857,0,0.470817,?,58,62,0
0.791667,0,4.65,11,0,0.145833,1,2.152542,9,34.59,7.333333,20,10,0.833333,0.399521,0.141421,0.6,0.137931,0.166667,0.034483,0.04,0.034483,6.277778,0.125,0,0.458333,16.041667,0.041667,1.375,0.208333,0.068966,0.758621,0.291667,1.041667,29,0,2,72,9,5,35,4,4.993881,583.458777,30,29,29,30,29,29,1,29,30,29,29,29,29,28,29,29,0,0,74,29.76,72.193548,29.32,74,29.32,74,29.866667,0,0,73.903226,29.626667,0,0.385396,0.077079,0.022312,0.168357,0,0.141988,?,?,?,?,?,?,0.2,0.057895,0.436842,0,0.368421,0.289474,2.184211,0,1.842105,7.545455,0,6.363636,0,0.843373,?,13,13,1
0.609195,0,5.827586,10,0,0.126437,1,1.354545,10,88.74,6,45,18,0.894737,?,0.204124,0.816497,0.166667,0.16,0,0.209302,0.02381,10.186047,0.029412,5.176471,0.676471,25.323529,0,1.264706,0,0,0.452381,0.058824,6.470588,36,12,3,88,3,0,286,10,4.487433,640.247157,50,42,1,48,42,42,40,39,47,1,42,1,1,42,42,34,87.960784,49.88764,87.960784,49.752809,87.980392,49.651685,0,0,0,0,0,0,87.862745,49.730337,0.237365,0.395307,0.117329,0,0,0,0.051444,1.665399,0.494297,0,0,0,0.21673,0.296804,0,0,0,0.130137,0,0,0,0.438462,?,?,?,?,?,?,16,22,1
0.958974,0,4.839572,11,0,0,0,0.27551,3,0,11.230769,45,25,0.703704,0.363137,1,0.363137,0,0.066667,0,0.034483,0,12.506173,0.035714,0,0.035714,40.535714,0,2.892857,0,0,1.066667,1.107143,0.071429,25,0,1,68,5,0,120,29,4.753856,1166.578003,30,1,1,31,1,30,1,30,1,1,1,1,1,1,30,30,0,0,70.967742,29.25,71,29.583333,0,0,0,0,0,0,70.870968,29.680556,0,0.827614,0.001634,0,0,0,0.096405,?,?,?,?,?,?,0.001974,0,0,0,0.116486,0,0,0,59,?,?,?,?,?,?,113,330,0
0.861111,0,4.096774,11,0,0.027778,1,1.236842,4,0,6.5,20,8,1,0,1,0,0.4,0.2,0,0.111111,0,8.304348,0.125,0,0.25,32.125,0,2.875,0.375,0,0.7,0.5,1.5,29,0,1,46,6,5,26,4,4.879048,206.323313,10,9,1,9,1,10,1,10,7,1,9,8,1,8,10,10,0,0,50.909091,9.865385,51,9.923077,0,0,50.909091,9.884615,0,0,50.818182,9.634615,0,0.494881,0.030717,0,0.238908,0,0.088737,?,?,?,?,?,?,0.062069,0,0.482759,0,0.17931,0,7.777778,0,2.888889,?,?,?,0,0.371429,?,13,15,0
0.794872,0,3.080645,9,0,0.192308,3,1.458716,8,100,8.461538,37,23,0.851852,?,?,?,0.108696,0.12,0,0.111111,0.043478,7.395833,0.1,4,0.775,20.575,0,1.175,0.075,0.043478,0.543478,0.125,5.4,16,12,2,65,4,8,240,7,4.610966,925.592415,50,46,1,51,46,46,46,46,50,1,46,46,46,46,46,46,64.960784,49.651515,64.960784,49.575758,64.921569,49.954545,65,49.19697,0,0,0,0,64.862745,49.909091,0.120833,0.369792,0.159375,0.010417,0,0,0.090625,3.060345,1.318966,0.086207,0,0,0.75,0.430986,0.028169,0,0,0.24507,0.065359,0,0,0.568627,0,0,8.7,?,?,?,16,20,1
0.5,0,5.083333,10,0,0,0,3.223684,10,100,3.4,38,24,0.84,0.714953,0.57735,0.9759,0.173913,0.3,0,0.114286,0.021739,8.27907,0.032258,0,1.032258,35.032258,0,2.774194,0.354839,0.130435,0.217391,1.709677,1.741935,27,0,4,80,7,2,89,10,4.980061,1428.174274,50,46,1,51,46,46,46,46,50,1,46,1,46,46,46,46,83.960784,50,83.921569,49.905882,83.980392,49.976471,0,0,83.941176,49.788235,0,0,83.764706,49.941176,0.069022,0.56779,0.153657,0,0.03862,0,0.086278,8.22619,2.22619,0,0.559524,0,1.25,0.270622,0,0.068017,0,0.151954,0,0.251337,0,0.561497,?,?,?,0,2.234043,?,172,280,0
0.764706,0,4.462687,11,0,0.147059,3,4.286517,20,0,5.723529,37,16,0.466667,0,1,0,0.125,0.14,0,0.029412,0,8.867925,0.060606,0.181818,0.242424,37.242424,0,3.242424,0.363636,0,1,0.878788,1.212121,29,3,1,63,11,5,155,9,5.123761,1356.487715,50,40,1,51,1,40,1,40,50,1,40,35,1,40,40,39,0,0,70.960784,49.555556,70.960784,49.958333,0,0,70.980392,49.375,0,0,70.843137,49.597222,0,0.478816,0.017411,0,0.291352,0,0.084736,?,?,?,?,?,?,0.036364,0,0.608485,0,0.17697,0,16.733333,0,4.866667,?,?,?,0,0.290837,?,28,44,0
1,1,3.861702,8,0,0,0,0.521739,4,0,9.042553,37,12,0.6,0.66774,0.348155,0.904534,0,0.3,0.2,0.045455,0.133333,12.116279,0,0,1,34.333333,0.047619,2.047619,0,0,0.566667,0.238095,1.857143,24,0,4,73,6,0,62,13,4.801057,600.2829,30,1,30,22,30,1,22,30,26,30,26,1,1,26,27,30,0,0,74,29.466667,73.935484,29.306667,0,0,0,0,0,0,73.870968,29.573333,0,0.688243,0.140026,0,0,0,0.072655,?,?,?,?,?,?,0.203455,0,0,0,0.105566,0,0,0,0.518868,?,?,?,?,?,?,3,3,1
0.944444,0,4.985294,10,0,0.027778,1,2.261905,8,0,12.263889,45,15,0.9375,0.357927,0.083333,1,0.3,0.266667,0.1,0.043478,0.133333,7.93617,0.136364,0,0.545455,25.909091,0,2.181818,0,0.166667,0.8,0.409091,2.318182,29,0,2,62,7,0,58,5,4.954886,762.25155,30,30,30,28,30,30,30,30,23,1,30,1,30,30,30,29,0,0,64.903226,29.69697,64.967742,29.939394,0,0,64,29.545455,0,0,64.677419,29.69697,0,0.57717,0.085209,0,0.045016,0,0.130225,?,?,?,?,?,?,0.147632,0,0.077994,0,0.225627,0,0.528302,0,1.528302,?,?,?,0,2.892857,?,3,3,1
0.958763,0,4.53125,9,3,0,0,0,0,0,7.85567,13,8,0.5,0,1,0,0,0,0,0.090909,0,12.866667,0,0,1,49.2,0,3,0.6,0,1,2,0,20,0,1,52,3,2,66,20,4.2332,367.871656,10,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,54,5.2,53.909091,8.8,0,0,0,0,0,0,53.181818,7.836364,0,0.765625,0.097656,0,0,0,0.097656,?,?,?,?,?,?,0.127551,0,0,0,0.127551,0,0,0,1,?,?,?,?,?,?,63,344,1
0.829787,0,4.52381,10,0,0.085106,1,0.058824,1,0,7.829787,37,6,1,0.801883,0.707107,0.968246,0.1,0.2,0.1,0.111111,0.1,13.875,0.125,0,0.5,35.5,0,2,0,0,0.9,0.375,1.625,26,0,1,65,5,0,43,9,4.863613,204.329672,10,10,10,11,10,10,8,8,8,1,8,1,1,8,8,7,0,0,67.909091,9.73913,68,9.637681,0,0,0,0,0,0,67.727273,9.768116,0,0.720779,0.077922,0,0,0,0.081169,?,?,?,?,?,?,0.108108,0,0,0,0.112613,0,0,0,1.041667,?,?,?,?,?,?,2,2,1
0.806452,0,5.04,11,0,0.096774,2,2.151515,9,0,6.258065,19,14,0.722222,0.47865,0.288675,0.774597,0.230769,0.166667,0.038462,0.045455,0.038462,8.982143,0.095238,0,0.285714,32.52381,0.047619,2.47619,0.380952,0.076923,0.923077,0.666667,0.952381,29,0,2,66,7,5,76,5,5.059067,819.365978,30,26,26,31,26,26,1,26,30,26,26,24,26,26,26,26,0,0,69.935484,29.915493,70,29.84507,70,29.830986,70,29.788732,0,0,69.903226,29.859155,0,0.462766,0.026596,0.003191,0.27234,0,0.096809,?,?,?,?,?,?,0.057471,0.006897,0.588506,0,0.209195,0.12,10.24,0,3.64,85.333333,0,30.333333,0,0.355469,?,30,37,0
0.9,0,2.333333,6,0,0,0,0,0,0,14.5,37,3,1,?,?,?,0,0.333333,0,0.142857,0,15.666667,0,0,1,14.666667,0,0.5,0,0,0.333333,0,0.5,22,0,2,25,1,0,9,3,4.458678,57.05865,9,1,1,8,1,1,1,7,7,1,7,1,1,7,1,7,0,0,25.9,8.592593,26,7.851852,0,0,0,0,0,0,25.8,8.074074,0,0.5,0.308511,0,0,0,0.095745,?,?,?,?,?,?,0.617021,0,0,0,0.191489,0,0,0,0.310345,?,?,?,?,?,?,4,4,1
0.699115,0,3.962025,11,0,0.159292,1,5.688525,18,100,4.637168,37,15,0.6875,0,1,0,0.178571,0.333333,1,0.142857,0,7.7375,0,0,0.5,47.666667,0,3.666667,1.222222,0,0.428571,0.944444,3.055556,26,0,3,69,6,11,113,18,4.938123,992.674435,30,28,28,29,1,1,28,28,30,1,27,28,1,28,28,28,71,29.958333,70.903226,29.930556,70.967742,29.555556,70.677419,29.361111,0,0,0,0,70.741935,29.944444,0.034029,0.687157,0.05708,0.041712,0,0,0.094402,20.193548,1.677419,1.225806,0,0,2.774194,0.083067,0.060703,0,0,0.13738,0.730769,0,0,1.653846,0,0,2.263158,?,?,?,140,177,1
0.444444,0,3.75,9,0,1,9,2.25,11,100,1.333333,8,2,1,?,?,?,0,0.035714,0,0.785714,0,7.285714,0,0.166667,0.5,14.333333,0,1,0.166667,0,0.142857,0.666667,0.5,22,1,2,43,5,1,162,19,4.975401,53.774438,28,1,1,1,1,1,7,7,28,1,7,1,1,7,7,7,75.833333,28.454545,75.933333,28.974026,76,29,0,0,0,0,0,0,76,28.896104,0.912907,0.06191,0.01574,0,0,0,0.006296,0.067816,0.017241,0,0,0,0.006897,0.254237,0,0,0,0.101695,0,0,0,0.4,?,?,?,?,?,?,19,38,1
0.727273,0,5.4375,8,2,1.909091,2,1.8,4,100,4.318182,45,2,0.333333,0,1,0,0.166667,0.1,0,0.5,0,20.5,0,0,0.6,30.2,0,1,0,0,0.333333,0.2,1.2,27,0,2,57,2,0,33,6,4.451016,55.506596,10,6,1,11,1,1,6,6,10,1,6,1,1,6,6,6,67,9.735294,66.909091,9.794118,67,9.779412,0,0,0,0,0,0,66.818182,9.735294,0.437276,0.44086,0.050179,0,0,0,0.02509,1.008197,0.114754,0,0,0,0.057377,0.113821,0,0,0,0.056911,0,0,0,0.5,?,?,?,?,?,?,4,7,0
0.802752,0,6.088398,10,0,0.013761,1,4.278689,13,0,6.990826,45,22,0.580645,0.38947,0.078567,0.971825,0.12,0.18,0.16,0.02381,0,9.139706,0.04878,0,0.634146,38.804878,0,3.365854,0.04878,0,0.52,1.707317,1.536585,39,0,2,83,7,1,188,14,4.836189,1899.388623,50,50,50,48,1,50,41,49,40,1,49,1,1,49,50,44,0,0,84.980392,49.848837,85,49.662791,0,0,85,49.418605,0,0,84.823529,49.813953,0,0.694316,0.070766,0,0.030162,0,0.091067,?,?,?,?,?,?,0.101921,0,0.043442,0,0.131161,0,0.42623,0,1.286885,?,?,?,0,3.019231,?,75,77,0
0.772727,0,4.647059,11,0,0.681818,5,4.015873,12,100,7.454545,45,13,0.866667,?,?,?,0.090909,0.163265,0,0.404762,0.030303,7.454545,0.04,0,0.76,17.6,0,1.28,0,0,0.424242,0.28,1.48,13,0,3,52,6,0,154,14,5.0521,517.662473,49,33,1,50,33,33,33,31,49,1,33,1,1,33,33,31,78.34,49,79.96,48.814815,79.98,48.91358,0,0,0,0,0,0,79.72,48.790123,0.590235,0.220575,0.088928,0,0,0,0.040105,0.373708,0.150665,0,0,0,0.067947,0.403162,0,0,0,0.181818,0,0,0,0.45098,?,?,?,?,?,?,24,45,1
0.541667,0,5.5,10,0,0.083333,1,2.777778,7,0,5.083333,15,7,0.636364,?,?,?,0.2,0.433333,0,0.055556,0.3,3.409091,0.352941,0,0.705882,16.058824,0,1.470588,0.117647,0.066667,0.5,0,3.588235,19,0,2,66,6,2,61,8,3.918506,480.557042,30,30,1,18,30,29,1,30,24,1,30,30,29,29,1,30,0,0,69,29.785714,69,29.414286,69,30,0,0,68.935484,29.714286,68.516129,29.828571,0,0.222222,0.128655,0.002924,0,0.078947,0.19883,?,?,?,?,?,?,0.578947,0.013158,0,0.355263,0.894737,0.022727,0,0.613636,1.545455,0,27,68,?,?,2.518519,0,0,0
0.6875,0,6.387097,12,0,0.03125,1,2.994709,12,0,5.0375,37,15,0.5,?,?,?,0.08,0.14,0,0.022727,0,7.809091,0.093023,0,0.674419,28.27907,0,2.581395,0.046512,0,0.72,1.069767,1.604651,25,0,2,76,7,2,120,12,4.948199,1520.209992,50,50,1,50,1,49,49,49,49,1,45,49,1,49,49,45,0,0,77.941176,49.341772,77.980392,48.620253,0,0,78,49,0,0,77.72549,49.164557,0,0.616942,0.106447,0,0.04048,0,0.103448,?,?,?,?,?,?,0.172539,0,0.065614,0,0.167679,0,0.380282,0,0.971831,?,?,?,0,2.555556,?,18,18,0
0.767241,0,4.614583,11,0,0.534483,2,3.251799,15,100,10.37069,47,19,0.772727,0.395861,0.072169,0.845154,0.119048,0.14,0.214286,0.146341,0.02381,7.149254,0.057143,0,0.657143,22.114286,0,1.885714,0.142857,0.02381,0.761905,0.257143,1.685714,21,0,3,93,10,3,77,10,5.152928,1182.411253,50,42,41,51,42,42,42,42,49,1,42,42,42,42,42,41,93.901961,49.915789,93.921569,49.621053,94,49.831579,93.803922,49,0,0,0,0,93.960784,49.821053,0.234545,0.438182,0.107273,0.001818,0,0,0.100909,1.868217,0.457364,0.007752,0,0,0.430233,0.244813,0.004149,0,0,0.23029,0.016949,0,0,0.940678,0,0,55.5,?,?,?,24,29,1
